model,feature_group,feature_count,normalized_gain_percent
LIGHTGBM_V1,sales_lag,4,2.3481156376913037
LIGHTGBM_V1,rolling,5,93.14571112231924
LIGHTGBM_V1,calendar_event,9,1.9391887023070895
LIGHTGBM_V1,product_identity,2,1.8973032686842934
LIGHTGBM_V1,price,5,0.669681268998072
XGBOOST_V1,sales_lag,4,1.6586889704613668
XGBOOST_V1,rolling,5,95.52694958278269
XGBOOST_V1,calendar_event,9,0.7353064571134242
XGBOOST_V1,product_identity,2,0.3981358362144154
XGBOOST_V1,price,5,1.6809191534281047
